Label,Seat tube length,Teeth on chainring 0,Wheel diameter front,Saddle height,Stack,Seat tube diameter,Head tube length textfield,Dropout spacing
1,588.4,40,686,712,565.6,28.6,151.2,130
1,592,53,724,718,565.6,31.8,158.8,130
1,540,53,674,730,565.6,31.8,158.1,130
1,730,44,680,800,565.6,35,170,130
2,420,34,640,650,565.6,30.9,109.7,135
1,549.3,48,684,810,565.6,28.6,175,130
1,547,53,674,700,565.6,31.8,103.8,130
1,620,32,640,800,565.6,31.8,180,130
1,404.7,53,700,475,565.6,31.8,145,130
2,420,36,674,718,565.6,27.2,106.4,135
2,445,44,670,718,565.6,27.2,124.8,135
2,440,44,670,718,565.6,27.2,124.8,135
2,440,44,670,718,565.6,27.2,124.8,135
1,605,48,684,810,565.6,28.6,179.6,130
1,581.3,53,674,700,565.6,31.8,129.8,130
1,581.3,53,674,700,565.6,31.8,156,130
1,547,53,674,700,565.6,31.8,105.7,130
2,370,36,745,685,565.6,28.6,105,135
2,568.4,32,710,807,565.6,31.8,118.8,130
1,502.4,53,674,666,565.6,31.8,142.4,130
1,567.2,53,674,718,565.6,29,149.2,130
1,569.1,53,674,785,565.6,28.6,127.8,130
2,323.1,25,730,415,565.6,31.8,145,110
2,323.1,25,730,415,565.6,31.8,145,110
1,567.2,53,674,718,565.6,29,149.2,130
1,567.2,53,674,718,565.6,29,149.2,130
1,567.2,53,674,718,565.6,29,149.2,130
1,567.2,53,674,718,565.6,29,149.2,130
2,323.1,25,730,415,565.6,31.8,145,110
1,517,53,674,718,565.6,31.8,145,130
1,592,53,724,718,565.6,31.8,158.8,130
1,515.4,53,674,718,565.6,31.8,144.8,120
1,550,53,463,718,565.6,31.8,250,130
1,515,53,674,718,565.6,31.8,145,130
2,519.9,44,710,807,565.6,31.8,160,135
1,519,53,674,718,565.6,31.8,145,130
1,482,53,674,718,565.6,31.8,114.1,135
1,547.8,48,684,810,565.6,28.6,179.5,130
2,296.3,22,584,310,565.6,31.8,115,130
1,549,53,700,715,565.6,28.6,115,130
2,405,38,725,518,565.6,38,100,135
2,350,38,725,448,565.6,38,100,135
2,450,38,725,538,565.6,38,100,135
2,355.3,38,700,500,565.6,35.8,86.2,135
2,403.1,38,700,500,565.6,35.8,85.6,135
2,451.6,38,700,550,565.6,35.8,100.4,135
1,519,53,674,718,565.6,31.8,145,130
1,474.7,40,674,655,565.6,31.8,135,130
1,578.7,50,671,870,565.6,34.9,243,130
2,480,36,670,755,565.6,30,133.2,135
2,276.3,22,680,310,565.6,31.8,110,130
2,276.3,22,680,310,565.6,31.8,110,130
2,480,36,670,755,565.6,30,132,135
1,381.5,38,725,455,565.6,31,100,130
1,601.6,53,674,725,565.6,31.8,151.1,130
2,520,42,680,763,565.6,35,140.4,135
2,520,42,680,763,565.6,35,140.4,135
2,520,42,680,763,565.6,35,140.4,135
2,520,42,680,763,565.6,35,140.4,135
1,600,48,674,780,565.6,31.8,184.9,130
2,393,34,700,718,565.6,31.8,120,135
2,560,42,712,718,565.6,31.8,140,135
2,279,28,680,358,565.6,31.8,129.2,130
1,510,50,674,718,565.6,31.8,110,130
1,539.8,48,650,675,565.6,31.8,190.8,130
2,485,36,670,755,565.6,30,125,135
2,527,33,670,770,565.6,31.8,115,130
1,567.5,53,674,718,565.6,31.8,145,130
1,560.8,53,674,765,565.6,31.8,128.6,130
1,512.5,43,674,718,565.6,31.8,145,130
2,544.3,53,674,718,565.6,31.8,276.3,130
1,520,48,650,675,565.6,28.6,189.3,130
1,567.2,53,674,718,565.6,35,144.7,130
1,567.2,53,674,718,565.6,35,144.7,130
1,567.2,53,674,718,565.6,35,144.7,130
1,494.1,53,674,718,565.6,31.8,145.3,130
1,600,53,674,718,565.6,31.8,145,130
1,567.2,53,674,718,565.6,35,144.7,130
1,567.2,53,674,718,565.6,35,144.7,130
1,567.2,53,674,718,565.6,35,144.7,130
1,567.2,53,674,718,565.6,29,149.2,130
1,567.2,53,674,718,565.6,29,144.7,130
1,567.2,53,674,718,565.6,29,144.7,130
1,567.2,53,674,718,565.6,29,144.7,130
1,567.2,53,674,718,565.6,29,144.7,130
1,567.2,53,674,718,565.6,29,144.7,130
1,515.3,53,674,718,565.6,31.8,145,130
1,515,52,689,768,565.6,31.8,145,130
2,400,36,730,628,565.6,32,115,175
1,544.7,50,684,726,565.6,28.6,147,130
2,635,44,740,740,565.6,29,279.7,135
1,545,50,674,764,565.6,28.6,148.6,130
1,640,53,674,807,565.6,31.8,193.3,130
1,550,52,486,780,565.6,28.6,287.6,120
1,536.8,53,695,765,565.6,29,158.1,130
1,510,35,736,750,565.6,31.8,105,135
1,630,50,674,875,565.6,31.8,278.6,130
1,625.6,52,674,795,565.6,40,170,130
2,457,53,674,718,565.6,30,140.9,130
1,321,30,665,390,565.6,32,115,130
1,313,28,610,370,565.6,32,115,130
1,347,30,668,430,565.6,32,115,130
1,336,28,611,380,565.6,32,113,130
2,413,34,665,555,565.6,32,110,130
2,440,34,665,505,565.6,32,115,130
2,500,38,665,655,565.6,32,125,130
1,525,53,689,740,565.6,31.8,145,135
2,530,38,665,655,565.6,32,140,130
2,560,38,665,655,565.6,32,155,130
2,381.5,38,592,455,565.6,31,100,135
1,550,53,674,765,565.6,35,159.9,130
1,602.7,53,674,778,565.6,34.9,191.4,130
2,514.6,53,628,718,565.6,31.8,150.2,135
2,514.6,44,628,718,565.6,31.8,122.2,135
1,499.1,53,674,718,565.6,31.8,145,130
1,425,53,674,550,565.6,31.8,150,135
1,308.8,22,592,375,565.6,31.8,110,130
1,610,26,670,718,565.6,31.8,153.4,135
2,435,36,736,695,565.6,28.6,110,135
2,436,36,670,695,565.6,28.6,110,135
1,525,28,670,650,565.6,31.8,148,135
1,425,53,674,550,565.6,31.8,150,135
1,630,50,686,785,565.6,28.6,175.3,130
1,610.8,53,674,745,565.6,31.8,150,130
1,547,53,674,745,565.6,31.8,130,130
1,558.2,53,676,718,565.6,31.8,135,130
1,568.3,53,676,718,565.6,31.8,142.7,130
1,630,44,686,785,565.6,28.6,175.3,130
1,443,53,670,718,565.6,31.8,145,130
1,565.3,53,674,718,565.6,28.6,216.9,130
1,587,53,674,718,565.6,31.8,150,130
2,310,38,670,518,565.6,26.8,110,135
2,333.7,40,750,500,565.6,41.8,145,135
2,350,38,725,448,565.6,38,100,135
2,310,38,670,450,565.6,26.8,110,135
1,572.4,46,674,701,565.6,28.6,131.6,130
1,627.8,53,674,825,565.6,31.8,210,130
1,627.8,53,674,825,565.6,31.8,210,130
2,432,32,670,724,565.6,31.8,115.1,135
1,572.4,44,674,718,565.6,31.8,145,130
1,450.3,48,638,618,565.6,28,84.5,130
1,514.4,44,592,600,565.6,31.8,145,135
1,585,52,674,770,565.6,31.8,160,130
2,400,38,400,538,565.6,38,110.7,135
1,587.5,53,674,751,565.6,31.8,153.3,130
1,567.4,53,685,718,565.6,31.8,128.9,130
1,567.4,53,685,718,565.6,31.8,128.9,130
1,586.8,53,685,718,565.6,31.8,142.8,130
1,586.8,53,685,718,565.6,31.8,142.8,130
1,647.8,53,674,718,565.6,31.8,168.5,130
1,582.2,53,674,778,565.6,34.9,191,130
1,539.3,50,674,755,565.6,34.9,149.6,130
1,592.5,48,674,780,565.6,28,152.6,130
1,494.4,48,674,620,565.6,28.6,94.5,130
1,573.5,50,674,755,565.6,34.9,164.9,130
1,541.5,50,689,700,565.6,34.9,124.8,130
2,510,45,736,763,565.6,38.6,145.3,135
1,573.1,54,674,755,565.6,34.9,168.8,130
1,588.1,54,670,755,565.6,34.9,146.8,130
1,539.2,53,670,755,565.6,34.9,145.3,130
1,570,46,695,770,565.6,31.8,166.6,135
1,539.2,53,670,755,565.6,34.9,146.5,130
1,499.1,50,670,680,565.6,34.9,106.1,130
1,515,53,609,718,565.6,31.8,145,130
1,515,53,674,718,565.6,31.8,145,130
1,447.2,53,674,718,565.6,31.8,145,130
1,515,53,674,718,565.6,31.8,145,130
1,514.4,26,720,680,565.6,31.8,133.7,130
1,568.4,26,720,680,565.6,31.8,164.4,130
1,601.7,44,674,718,565.6,31.8,150.9,130
2,415,53,735,718,565.6,31.8,14.4,135
2,400,36,736,700,565.6,34.9,120,130
2,400,36,736,640,565.6,34.9,120,130
1,585,48,680,768,565.6,29,150.5,135
1,549.4,50,670,759,565.6,35,148,130
1,615.5,48,685,718,565.6,28.8,160.3,130
1,597.7,53,674,718,565.6,31.8,182.2,130
1,415,44,474,500,565.6,31.8,145.1,130
1,515,53,674,718,565.6,31.8,145,130
1,550,53,674,787,565.6,31.8,161.7,130
1,576.9,53,674,718,565.6,28.6,141.8,130
1,520,50,674,684,565.6,31.8,109.9,130
1,539.2,49,670,755,565.6,34.9,146.5,130
1,510.9,53,674,689,565.6,28.6,89.1,130
1,349.8,30,486,718,565.6,31.8,145,130
1,515,48,680,675,565.6,31.8,145,130
1,443.9,30,670,500,565.6,30,110,130
2,519.3,30,670,625,565.6,35,127,130
1,264.3,23,592,310,565.6,28,100,130
2,279.1,23,640,332,565.6,28,111,130
1,601.7,44,676,718,565.6,31.8,150.9,130
1,533.7,40,674,718,565.6,31.8,158,130
1,594.1,53,674,760,565.6,31,167,130
2,480,52,736,790,565.6,32,120,135
1,298.2,25,670,327,565.6,28,100,130
2,516.9,53,684,718,565.6,31.8,145,135
1,260.3,23,486,287,565.6,27,97,130
1,186.8,23,486,220,565.6,27,95,130
2,485,52,736,790,565.6,28.6,120,135
1,260.2,23,486,285,565.6,28,95,130
1,515,50,674,718,565.6,31.8,145,130
1,709.6,50,680,774,565.6,31.8,145.7,130
2,508,44,736,785,565.6,31.8,117.6,135
2,485,52,736,790,565.6,28.6,120,135
2,442.2,32,736,718,565.6,31.6,116.9,130
1,460,52,674,662,565.6,31.8,102.6,130
1,560,53,674,757,565.6,36,188,130
2,400,34,736,666,565.6,28.6,90,135
1,342.6,40,400,450,565.6,31.8,145,130
1,523.6,53,674,718,565.6,28.6,125,130
1,499.1,50,674,718,565.6,31.8,145,130
2,450,46,736,645,565.6,31.6,85.7,135
1,515.2,50,674,718,565.6,36,152,130
1,613.1,47,674,718,565.6,31.8,175,120
1,638,44,706,785,565.6,28.6,179.3,130
1,515.1,50,674,725,565.6,31.8,150,130
1,655,50,674,760,565.6,28.6,120,130
2,529.4,32,736,790,565.6,31.8,133.9,130
1,479.2,50,674,684,565.6,31.8,105,130
2,485,52,736,790,565.6,28.6,120,135
1,593.1,48,685,729,565.6,30,168.8,130
1,512.6,44,674,718,565.6,28.6,145,130
1,567.8,52,674,770,565.6,31.8,160,130
1,546.4,53,674,718,565.6,28.6,145,130
1,510,53,674,655,565.6,28.6,113.9,130
1,520,46,674,718,565.6,31.8,152.6,120
1,540,46,674,718,565.6,31.8,170.5,120
1,540,44,674,718,565.6,31.8,170.5,120
1,517.3,53,674,718,565.6,31.8,100,130
1,510.2,50,674,718,565.6,31.8,135.5,130
2,520.7,38,725,718,565.6,31.8,120.3,130
1,612.9,53,674,718,565.6,28,112.8,130
1,595.7,48,685,718,565.6,28.8,152.7,130
2,510,48,660,796,565.6,30,99.9,135
1,572.5,53,674,718,565.6,28.8,182.4,120
1,514.7,53,674,718,565.6,31.8,145,130
1,516,40,674,600,565.6,31.8,122.1,130
1,729.3,50,674,760,565.6,28.6,144.3,130
1,415,53,444.5,600,565.6,30,200,130
2,482.6,44,730,733,565.6,31.8,120,135
2,431,36,685,690,565.6,31.8,120,135
1,561.6,53,685,718,565.6,30,225,130
1,640,53,674,729,565.6,31.8,140.4,130
2,350,36,630,560,565.6,40,100,135
2,439.9,38,670,690,565.6,31.8,150,135
1,500,52,674,689,565.6,28.6,78.3,130
1,604.6,53,674,718,565.6,31.8,182.2,130
2,460,53,674,700,565.6,31.8,156.9,130
1,634.9,44,674,718,565.6,31.8,145,120
1,586,53,674,718,565.6,31.8,145,130
1,618.7,44,671,777,565.6,28.6,175.8,120
1,515,53,674,718,565.6,31.8,145,130
1,583.1,53,674,718,565.6,31.8,145,130
2,568.3,32,736,780,565.6,31.8,130.8,130
1,626.1,50,700,718,565.6,31.8,145,130
1,516,44,674,800,565.6,31.8,180,130
1,540,53,674,718,565.6,31.8,157.9,130
1,550,50,674,725,565.6,31.8,149.7,130
2,470,38,710,580,565.6,32,155,135
2,490,48,795,730,565.6,35,141.4,135
2,450.7,28,670,650,565.6,40,143.2,135
1,515,53,674,718,565.6,31.8,145,130
1,490,50,674,725,565.6,31.8,135,130
1,577.3,42,674,718,565.6,31.8,145,130
1,515,53,674,718,565.6,31.8,145,130
1,495,53,674,715,565.6,31.8,120,130
1,545.8,48,674,760,565.6,28.6,129.4,120
1,620,48,670,810,565.6,28.6,220.8,130
1,580,48,674,718,565.6,28.6,160,130
1,570.3,53,640,718,565.6,31.8,136.5,130
2,485,42,736,730,565.6,35,100,135
1,607.9,53,674,785,565.6,31.8,214,130
1,515,53,674,718,565.6,31.8,145,130
1,600,52,674,815,565.6,32.8,196,130
1,553.6,53,668,730,565.6,28.6,127.3,130
2,533,53,670,718,565.6,31.8,244.9,130
2,442.8,35,910,787,565.6,31.8,90.4,185
1,479.1,50,640,600,565.6,28.6,103.5,130
1,518.6,52,674,715,565.6,27.2,115,130
2,470,53,674,645,565.6,38,145,130
1,543,53,674,720,565.6,31.8,138.6,130
1,346.4,53,674,440,565.6,30.8,125,130
1,400,44,614,547,565.6,31.8,137.3,130
1,408.6,53,592,500,565.6,41.8,175.3,120
1,513.2,53,674,718,565.6,31.8,1282.6,130
1,375,53,592,486,565.6,31.8,125.3,130
1,440.1,53,640,458,565.6,41.8,104.5,130
1,557.9,48,674,718,565.6,31.8,159.9,120
1,541.8,53,685,718,565.6,28.6,137.9,135
1,608.4,46,671,718,565.6,31.8,131.9,120
1,589.5,49,700,718,565.6,31.8,172.7,120
1,615.9,53,674,755,565.6,31.8,118,120
1,609.5,49,674,760,565.6,35,187.2,120
1,625,51,674,740,565.6,31.8,97.4,130
1,607.9,51,674,735,565.6,35,107.9,130
1,600,53,674,718,565.6,31.8,145,130
1,662,53,673,750,565.6,33,129.4,130
2,460,42,675,755,565.6,31.8,105,135
1,615.2,55,685,750,565.6,31.8,111.6,130
1,540,53,674,718,565.6,45,154.7,130
1,614.5,50,674,759,565.6,27.2,137.5,130
1,515,50,674,718,565.6,31.8,145,130
1,557.9,25,674,718,565.6,31.8,159.9,120
1,545.8,47,674,770,565.6,28.6,117.6,130
1,317.4,25,670,345,565.6,30,110,130
1,524.6,53,680,735,565.6,27.2,151,135
1,600,53,674,820,565.6,27.2,190,130
1,566.1,42,674,660,565.6,31.8,170.9,130
1,684.3,53,674,765,565.6,31.8,77.7,130
1,406.9,53,674,718,565.6,31.8,245,130
1,516.2,53,674,200,565.6,31.8,175.3,130
1,622.8,53,674,718,565.6,31.8,145,130
1,643.5,53,674,850,565.6,31.8,100,130
1,582.2,53,674,775,565.6,40,100,130
1,619.7,53,674,718,565.6,31.8,100,130
1,594.3,53,640,750,565.6,31.8,100,130
1,512.8,53,670,718,565.6,31.8,245,130
1,630,52,674,820,565.6,35,171.4,130
1,488.8,46,689,650,565.6,31.8,105,130
1,498,53,689,718,565.6,31.8,245,130
1,498,53,689,718,565.6,31.8,245,130
1,508.3,53,670,718,565.6,31.8,120,130
1,578.8,53,674,718,565.6,31.8,142.4,130
1,428.6,53,670,735,565.6,31.8,200,130
1,515,53,674,718,565.6,31.8,145,130
2,430,36,670,618,565.6,33.3,120,135
2,430,36,670,618,565.6,33.3,120,135
2,360,36,670,618,565.6,33.3,120,135
1,621.6,47,685,759,565.6,28.6,170,120
1,560,53,674,766,565.6,31.8,137.2,130
2,289.7,23,611,315,565.6,29,110,130
1,560.8,53,674,718,565.6,28.6,116.6,130
2,600,46,698.5,810,565.6,28.6,179.3,130
2,400,3,670,650,565.6,40,120,135
1,409.6,32,670,435,565.6,30,106,130
1,596.8,48,674,800,565.6,31.8,145,130
2,430,36,670,695,565.6,33.3,120,135
1,581.8,53,674,718,565.6,31.8,147,130
1,562.1,53,674,718,565.6,31.8,140,130
1,577,53,674,750,565.6,31.8,145,130
1,527.7,53,674,718,565.6,31.8,110,130
1,597.6,49,674,718,565.6,31.8,108.3,130
2,555.9,53,736,718,565.6,31.8,145,130
1,560,53,674,718,565.6,31.8,98.4,130
2,524.8,53,694,718,565.6,31.8,125,135
1,660,51,674,770,565.6,29,125.4,120
1,595,53,674,750,565.6,30,181,120
1,669.3,51,674,790,565.6,28,90.3,130
1,629.6,51,614,750,565.6,29,94.7,120
1,516.8,53,674,718,565.6,28.6,114.5,130
1,600,53,674,718,565.6,31.8,239.7,130
1,610.9,53,674,718,565.6,31.8,257.3,130
1,605.7,46,676,718,565.6,31.8,120,130
1,500.3,50,640,660,565.6,28.6,119.9,130
1,495.6,53,674,718,565.6,31.8,160.6,130
1,590.6,53,674,667,565.6,28.6,95.3,130
1,480,53,674,718,565.6,36,120,130
1,570,50,674,790,565.6,31.8,131.1,130
1,515,53,674,718,565.6,31.8,145,130
2,530,44,720,815,565.6,25.4,146.3,130
1,521,53,674,718,565.6,31.8,125.4,130
1,583.2,53,674,718,565.6,36,130,130
1,590,53,700,777,565.6,30,137.6,130
2,533,48,689,718,565.6,31.8,134.9,135
1,515,53,674,718,565.6,31.8,145,130
1,587.6,53,678,759,565.6,28,170,130
1,480,53,670,850,565.6,31.8,200,130
1,493.4,53,674,718,565.6,31.8,140,130
2,514.2,44,674,718,565.6,31,110,130
2,501,36,754,718,565.6,31.8,100,135
1,518.5,53,680,720,565.6,28.6,125,130
2,410,44,628,662,565.6,34,121,135
1,520,50,674,686,565.6,31.8,185,130
2,310,23,670,370,565.6,28.6,110,130
2,489.9,30,740,750,565.6,31.8,122.8,150
2,489.9,30,740,750,565.6,31.8,121.3,150
2,470,32,714,750,565.6,31.8,124.2,150
2,470,32,740,750,565.6,31.8,124.2,150
2,480,46,740,718,565.6,31.8,110,135
2,483,46,740,718,565.6,31.8,135,135
2,406,46,740,718,565.6,31.8,110,135
2,444,44,680,718,565.6,36,103,135
2,392.3,53,674,650,565.6,31.8,126.8,130
1,516.9,53,674,718,565.6,31.8,145,135
1,581.9,50,674,718,565.6,31.8,145,130
2,490.1,38,736,768,565.6,34.8,163.2,130
2,392.3,47,674,650,565.6,31.8,123.4,135
1,599.7,44,674,750,565.6,31.8,145.9,120
1,626.7,53,674,518,565.6,31.8,170,130
1,634,53,678,825,565.6,29,211,130
1,634,53,678,825,565.6,29,211,130
2,495.3,42,700,650,565.6,40,130,135
1,600,36,670,780,565.6,31.8,138.5,120
2,399.8,44,736,675,565.6,33,90.9,135
1,491.4,50,674,684,565.6,28.6,105,130
2,528,42,736,740,565.6,34.8,128.6,135
1,516.8,53,674,718,565.6,40,145,130
1,516.8,53,674,718,565.6,0,145,130
1,300,25,611,400,565.6,31.8,120,135
1,560,52,689,795,565.6,35,180,135
1,734.3,53,674,718,565.6,28.6,92.2,130
1,522.2,50,674,706,565.6,31.8,126.4,130
1,540,53,674,718,565.6,31.8,150,130
2,445,32,736,718,565.6,31.8,103,135
2,485,44,675,742,565.6,31.8,127,135
2,410,32,663,539,565.6,34,120,142
2,489,34,663,600,565.6,37,110,142
2,483,46,740,760,565.6,31.8,103,135
2,355.5,34,663,510,565.6,37,117,135
1,573,53,674,778,565.6,31.8,140,130
2,450.7,32,680,600,565.6,40,106.4,135
2,327.6,25,656,360,565.6,31.8,122.7,130
2,327.6,25,656,360,565.6,31.8,122.7,130
2,515.8,53,674,718,565.6,31.8,145,130
2,279.1,25,592,320,565.6,31.8,121.5,130
2,450,38,725,538,565.6,38,95,135
1,470,39,670,673,565.6,28.6,126.9,135
1,567.1,50,674,751,565.6,32,125,130
2,490,36,698,770,565.6,28.6,130,135
1,576.9,53,674,718,565.6,31.8,145,130
1,571.5,53,674,812.8,565.6,31.8,145,130
1,562.8,48,676,733,565.6,31.8,183,135
1,350.8,44,486,458,565.6,31.8,116.8,130
1,494.1,53,676,718,565.6,31.8,160,130
1,515,53,674,718,565.6,31.8,145,130
1,511,53,674,718,565.6,40,145,130
1,543.2,53,674,723,565.6,31.8,140.7,130
1,635.8,44,674,718,565.6,28.6,100,130
1,515,53,670,796,565.6,31.8,145,135
1,649.2,53,640,788,565.6,26.8,115,130
1,538.6,39,674,718,565.6,31.8,146.6,130
2,530,32,630,810,565.6,31.8,180,130
2,314.7,32,670,390,565.6,30,100,130
1,400,36,486,518,565.6,24,100,135
1,489.8,53,674,718,565.6,60,152.7,130
2,608.4,33,670,830,565.6,31.8,187.3,130
2,600,44,698.5,810,565.6,28.6,100,130
2,548.9,36,760,778,565.6,31.8,136.4,135
1,607.9,53,674,718,565.6,31.8,155.4,130
1,630.5,47,680,759,565.6,28.6,182.2,120
1,534.1,53,668,718,565.6,28.6,112.1,130
1,576.7,50,674,718,565.6,31.8,118.5,130
1,566.7,50,674,718,565.6,31.8,108.4,130
1,500,53,674,718,565.6,31.8,120,130
1,586.7,50,674,718,565.6,31.8,129,130
2,500,36,750,765,565.6,31.8,121,135
1,560,70,611,718,565.6,31.8,91.8,120
2,459.5,53,628,718,565.6,31.8,145,135
1,602.1,54,505,830,565.6,31.8,120,130
1,586.9,53,674,718,565.6,31.8,146,130
1,550,50,674,718,565.6,31.7,140.3,130
1,494.4,53,674,718,565.6,31.8,106.2,130
1,577.8,52,674,760,565.6,27.2,154.5,130
1,646.8,53,674,718,565.6,31.8,200,130
1,602.8,46,674,748,565.6,12,166.5,130
2,483.3,42,736,673,565.6,28.6,130,130
1,248.6,32,611,368,565.6,31.8,105,135
1,596.8,60,674,800,565.6,30,145.2,130
1,515,53,674,718,565.6,31.8,145,130
2,450,44,631,718,565.6,30,112,135
2,457,32,670,786,565.6,31,110.2,135
2,483,38,698,718,565.6,28,130,135
1,547.1,48,674,698,565.6,31.8,93.6,130
1,635,47,680,759,565.6,28.6,190.5,120
2,457,44,698.5,751,565.6,45,127.3,135
1,580,53,674,718,565.6,31.8,110,120
2,479.9,34,685,718,565.6,27.2,118.9,135
2,550.8,48,680,733,565.6,28.6,147.4,135
1,316,53,486,718,565.6,31.8,150,130
2,457.7,44,736,718,565.6,31.8,104.8,135
1,511.3,53,386,718,565.6,31.8,345,130
1,511.3,53,486,718,565.6,31.8,500,130
1,551.6,53,674,673,565.6,31.8,95,130
1,605,52,674,805,565.6,31,175.2,130
1,515.4,53,486,718,565.6,31.8,645,130
2,406.4,53,736,715,565.6,31.8,95,130
2,308,25,659,380,565.6,31.8,115,135
1,730.3,53,674,789,565.6,34.6,170,135
1,553.8,12,736,718,565.6,31.8,131.2,130
1,730.3,53,674,789,565.6,34.6,170,135
1,567.1,53,674,718,565.6,27,125,130
2,420,34,670,540,565.6,31.8,120,135
1,624.6,46,674,840,565.6,31,186.6,130
2,308,25,659,380,565.6,31.8,115,135
2,551.9,53,670,718,565.6,31.8,150,135
2,350,53,626,500,565.6,38,125,130
2,515,53,674,718,565.6,31.8,145,130
2,515,53,674,718,565.6,31.8,145,130
1,610.2,53,674,806,565.6,31.8,145,120
2,480,40,698,718,565.6,31.8,120.2,135
1,705.1,50,680,755,565.6,35,155,130
1,515,53,674,619,565.6,31.8,145,130
1,495.2,53,685,673,565.6,28.6,116,130
2,435,38,705,695,565.6,29.9,115,135
